HourlyWindDirection,HourlyWindSpeed,PrevHourlyWindDirection,PrevHourlyWindSpeed,TimeOfDay,TimeOfYear
220,15,210,14,0.371527777777778,0.554442541856925
220,14,220,15,0.385416666666667,0.554480593607306
220,14,220,14,0.399305555555556,0.554518645357686
230,14,220,14,0.413194444444444,0.554556697108067
230,16,230,14,0.427083333333333,0.554594748858448
240,11,230,16,0.440972222222222,0.554632800608828
250,11,240,11,0.454861111111111,0.554670852359209
250,11,250,11,0.46875,0.554708904109589
260,13,250,11,0.482638888888889,0.55474695585997
280,10,260,13,0.496527777777778,0.55478500761035
250,13,280,10,0.510416666666667,0.554823059360731
270,13,250,13,0.524305555555556,0.554861111111111
280,9,270,13,0.538194444444444,0.554899162861492
270,9,280,9,0.552083333333333,0.554937214611872
250,9,270,9,0.565972222222222,0.554975266362253
290,7,250,9,0.579861111111111,0.555013318112633
290,8,290,7,0.59375,0.555051369863014
300,6,290,8,0.607638888888889,0.555089421613394
300,7,300,6,0.621527777777778,0.555127473363775
330,6,300,7,0.635416666666667,0.555165525114155
320,6,330,6,0.649305555555556,0.555203576864536
320,6,320,6,0.663194444444444,0.555241628614916
320,5,320,6,0.677083333333333,0.555279680365297
300,5,320,5,0.690972222222222,0.555317732115677
310,6,300,5,0.704861111111111,0.555355783866058
340,5,310,6,0.71875,0.555393835616438
290,5,340,5,0.732638888888889,0.555431887366819
280,3,290,5,0.746527777777778,0.555469939117199
310,5,280,3,0.760416666666667,0.55550799086758
330,3,310,5,0.774305555555556,0.55554604261796
000,0,330,3,0.788194444444444,0.555584094368341
000,0,000,0,0.802083333333333,0.555622146118722
000,0,000,0,0.815972222222222,0.555660197869102
000,0,000,0,0.829861111111111,0.555698249619482
000,0,000,0,0.84375,0.555736301369863
080,3,000,0,0.857638888888889,0.555774353120243
090,3,080,3,0.871527777777778,0.555812404870624
000,0,090,3,0.885416666666667,0.555850456621005
100,3,000,0,0.899305555555556,0.555888508371385
100,5,100,3,0.913194444444444,0.555926560121766
000,0,100,5,0.927083333333333,0.555964611872146
000,0,000,0,0.940972222222222,0.556002663622527
000,0,000,0,0.954861111111111,0.556040715372907
080,3,000,0,0.96875,0.556078767123288
000,0,080,3,0.982638888888889,0.556116818873668
100,3,000,0,0.996527777777778,0.556154870624049
,,100,3,0.999305555555556,0.556162480974125
110,3,,,0.0104166666666667,0.556192922374429
000,0,110,3,0.0243055555555556,0.55623097412481
000,0,000,0,0.0381944444444444,0.55626902587519
000,0,000,0,0.0520833333333333,0.556307077625571
000,0,000,0,0.0659722222222222,0.556345129375951
130,3,000,0,0.0798611111111111,0.556383181126332
130,3,130,3,0.09375,0.556421232876712
,,130,3,0.105555555555556,0.556453576864536
130,3,,,0.121527777777778,0.556497336377473
000,0,130,3,0.134722222222222,0.556533485540335
180,3,000,0,0.143055555555556,0.556556316590563
000,0,180,3,0.163194444444444,0.556611491628615
000,0,000,0,0.177083333333333,0.556649543378995
000,0,000,0,0.190972222222222,0.556687595129376
240,5,000,0,0.204861111111111,0.556725646879756
220,6,240,5,0.21875,0.556763698630137
230,6,220,6,0.232638888888889,0.556801750380517
220,7,230,6,0.246527777777778,0.556839802130898
200,6,220,7,0.260416666666667,0.556877853881279
000,0,200,6,0.274305555555556,0.556915905631659
000,0,000,0,0.288194444444444,0.55695395738204
000,0,000,0,0.302083333333333,0.55699200913242
280,7,000,0,0.315972222222222,0.557030060882801
300,9,280,7,0.329861111111111,0.557068112633181
290,8,300,9,0.34375,0.557106164383562
300,8,290,8,0.357638888888889,0.557144216133942
300,6,300,8,0.371527777777778,0.557182267884323
320,5,300,6,0.385416666666667,0.557220319634703
320,6,320,5,0.399305555555556,0.557258371385084
340,6,320,6,0.413194444444444,0.557296423135464
350,3,340,6,0.427083333333333,0.557334474885845
000,0,350,3,0.440972222222222,0.557372526636225
210,5,000,0,0.454861111111111,0.557410578386606
210,3,210,5,0.46875,0.557448630136986
220,5,210,3,0.482638888888889,0.557486681887367
210,5,220,5,0.496527777777778,0.557524733637747
230,7,210,5,0.510416666666667,0.557562785388128
250,6,230,7,0.524305555555556,0.557600837138508
VRB,9,250,6,0.538194444444444,0.557638888888889
250,6,VRB,9,0.552083333333333,0.557676940639269
260,6,250,6,0.565972222222222,0.55771499238965
290,6,260,6,0.579861111111111,0.55775304414003
280,3,290,6,0.59375,0.557791095890411
210,6,280,3,0.607638888888889,0.557829147640792
270,6,210,6,0.621527777777778,0.557867199391172
210,7,270,6,0.635416666666667,0.557905251141553
240,6,210,7,0.649305555555556,0.557943302891933
200,5,240,6,0.663194444444444,0.557981354642314
230,6,200,5,0.677083333333333,0.558019406392694
210,7,230,6,0.690972222222222,0.558057458143075
250,3,210,7,0.704861111111111,0.558095509893455
000,0,250,3,0.71875,0.558133561643836
210,3,000,0,0.732638888888889,0.558171613394216
000,0,210,3,0.746527777777778,0.558209665144597
000,0,000,0,0.760416666666667,0.558247716894977
000,0,000,0,0.774305555555556,0.558285768645358
000,0,000,0,0.788194444444444,0.558323820395738
000,0,000,0,0.802083333333333,0.558361872146119
000,0,000,0,0.815972222222222,0.558399923896499
000,0,000,0,0.829861111111111,0.55843797564688
000,0,000,0,0.84375,0.55847602739726
110,3,000,0,0.857638888888889,0.558514079147641
090,5,110,3,0.871527777777778,0.558552130898021
110,6,090,5,0.885416666666667,0.558590182648402
080,3,110,6,0.899305555555556,0.558628234398782
050,3,080,3,0.913194444444444,0.558666286149163
060,3,050,3,0.927083333333333,0.558704337899543
050,5,060,3,0.940972222222222,0.558742389649924
000,0,050,5,0.954861111111111,0.558780441400304
090,3,000,0,0.96875,0.558818493150685
100,6,090,3,0.982638888888889,0.558856544901065
110,5,100,6,0.996527777777778,0.558894596651446
,,110,5,0.999305555555556,0.558902207001522
000,0,,,0.0104166666666667,0.558932648401826
290,34s,000,0,0.0243055555555556,0.558970700152207
340,13,290,34s,0.0381944444444444,0.559008751902587
280,8,340,13,0.0520833333333333,0.559046803652968
320,10,280,8,0.0659722222222222,0.559084855403349
090,5,320,10,0.0798611111111111,0.559122907153729
340,5,090,5,0.09375,0.55916095890411
000,0,340,5,0.107638888888889,0.55919901065449
000,0,000,0,0.121527777777778,0.559237062404871
000,0,000,0,0.135416666666667,0.559275114155251
000,0,000,0,0.149305555555556,0.559313165905632
330,3,000,0,0.163194444444444,0.559351217656012
000,0,330,3,0.177083333333333,0.559389269406393
320,3,000,0,0.190972222222222,0.559427321156773
310,7,320,3,0.204861111111111,0.559465372907154
320,7,310,7,0.21875,0.559503424657534
320,8,320,7,0.232638888888889,0.559541476407915
330,8,320,8,0.246527777777778,0.559579528158295
350,5,330,8,0.260416666666667,0.559617579908676
360,6,350,5,0.274305555555556,0.559655631659056
340,5,360,6,0.288194444444444,0.559693683409437
330,6,340,5,0.302083333333333,0.559731735159817
350,5,330,6,0.315972222222222,0.559769786910198
350,6,350,5,0.329861111111111,0.559807838660578
330,5,350,6,0.34375,0.559845890410959
000,0,330,5,0.357638888888889,0.559883942161339
300,5,000,0,0.371527777777778,0.55992199391172
310,7,300,5,0.385416666666667,0.5599600456621
320,8,310,7,0.399305555555556,0.559998097412481
300,9,320,8,0.413194444444444,0.560036149162861
310,11,300,9,0.427083333333333,0.560074200913242
310,13,310,11,0.440972222222222,0.560112252663623
300,11,310,13,0.454861111111111,0.560150304414003
320,8,300,11,0.46875,0.560188356164384
320,8,320,8,0.482638888888889,0.560226407914764
310,8,320,8,0.496527777777778,0.560264459665145
300,7,310,8,0.510416666666667,0.560302511415525
310,11,300,7,0.524305555555556,0.560340563165906
300,11,310,11,0.538194444444444,0.560378614916286
310,13,300,11,0.552083333333333,0.560416666666667
310,8,310,13,0.565972222222222,0.560454718417047
300,13,310,8,0.579861111111111,0.560492770167428
300,15,300,13,0.59375,0.560530821917808
310,15,300,15,0.607638888888889,0.560568873668189
320,10,310,15,0.621527777777778,0.560606925418569
330,11,320,10,0.635416666666667,0.56064497716895
320,13,330,11,0.649305555555556,0.56068302891933
320,13,320,13,0.663194444444444,0.560721080669711
VRB,11,320,13,0.677083333333333,0.560759132420091
300,13,VRB,11,0.690972222222222,0.560797184170472
320,11,300,13,0.704861111111111,0.560835235920852
330,13,320,11,0.71875,0.560873287671233
340,8,330,13,0.732638888888889,0.560911339421613
320,10,340,8,0.746527777777778,0.560949391171994
330,10,320,10,0.760416666666667,0.560987442922374
320,9,330,10,0.774305555555556,0.561025494672755
330,9,320,9,0.788194444444444,0.561063546423135
320,8,330,9,0.802083333333333,0.561101598173516
310,6,320,8,0.815972222222222,0.561139649923897
320,3,310,6,0.829861111111111,0.561177701674277
310,3,320,3,0.84375,0.561215753424658
290,3,310,3,0.857638888888889,0.561253805175038
300,3,290,3,0.871527777777778,0.561291856925419
310,5,300,3,0.885416666666667,0.561329908675799
310,5,310,5,0.899305555555556,0.56136796042618
290,3,310,5,0.913194444444444,0.56140601217656
300,6,290,3,0.927083333333333,0.561444063926941
290,5,300,6,0.940972222222222,0.561482115677321
300,5,290,5,0.954861111111111,0.561520167427702
300,5,300,5,0.96875,0.561558219178082
310,5,300,5,0.982638888888889,0.561596270928463
310,5,310,5,0.996527777777778,0.561634322678843
,,310,5,0.999305555555556,0.561641933028919
310,5,,,0.0104166666666667,0.561672374429224
310,5,310,5,0.0243055555555556,0.561710426179604
310,3,310,5,0.0381944444444444,0.561748477929985
300,3,310,3,0.0520833333333333,0.561786529680365
310,5,300,3,0.0659722222222222,0.561824581430746
320,6,310,5,0.0798611111111111,0.561862633181126
320,5,320,6,0.09375,0.561900684931507
320,5,320,5,0.107638888888889,0.561938736681887
320,3,320,5,0.121527777777778,0.561976788432268
330,6,320,3,0.135416666666667,0.562014840182648
330,3,330,6,0.149305555555556,0.562052891933029
330,5,330,3,0.163194444444444,0.562090943683409
320,3,330,5,0.177083333333333,0.56212899543379
330,3,320,3,0.190972222222222,0.56216704718417
330,6,330,3,0.204861111111111,0.562205098934551
340,6,330,6,0.21875,0.562243150684931
340,5,340,6,0.232638888888889,0.562281202435312
000,0,340,5,0.246527777777778,0.562319254185693
350,3,000,0,0.260416666666667,0.562357305936073
000,0,350,3,0.274305555555556,0.562395357686454
000,0,000,0,0.288194444444444,0.562433409436834
000,0,000,0,0.302083333333333,0.562471461187215
000,0,000,0,0.315972222222222,0.562509512937595
360,6,000,0,0.329861111111111,0.562547564687976
360,5,360,6,0.34375,0.562585616438356
040,5,360,5,0.357638888888889,0.562623668188737
010,3,040,5,0.371527777777778,0.562661719939117
000,0,010,3,0.385416666666667,0.562699771689498
000,0,000,0,0.399305555555556,0.562737823439878
010,6,000,0,0.413194444444444,0.562775875190259
340,3,010,6,0.427083333333333,0.562813926940639
000,0,340,3,0.440972222222222,0.56285197869102
020,3,000,0,0.454861111111111,0.5628900304414
080,3,020,3,0.46875,0.562928082191781
000,0,080,3,0.482638888888889,0.562966133942161
000,0,000,0,0.496527777777778,0.563004185692542
150,3,000,0,0.510416666666667,0.563042237442922
000,0,150,3,0.524305555555556,0.563080289193303
360,3,000,0,0.538194444444444,0.563118340943683
070,5,360,3,0.552083333333333,0.563156392694064
140,3,070,5,0.565972222222222,0.563194444444444
000,0,140,3,0.579861111111111,0.563232496194825
000,0,000,0,0.59375,0.563270547945205
000,0,000,0,0.607638888888889,0.563308599695586
210,3,000,0,0.621527777777778,0.563346651445967
200,5,210,3,0.635416666666667,0.563384703196347
150,3,200,5,0.649305555555556,0.563422754946728
000,0,150,3,0.663194444444444,0.563460806697108
000,0,000,0,0.677083333333333,0.563498858447489
170,3,000,0,0.690972222222222,0.563536910197869
000,0,170,3,0.704861111111111,0.56357496194825
000,0,000,0,0.71875,0.56361301369863
210,3,000,0,0.732638888888889,0.563651065449011
200,5,210,3,0.746527777777778,0.563689117199391
200,5,200,5,0.760416666666667,0.563727168949772
210,3,200,5,0.774305555555556,0.563765220700152
000,0,210,3,0.788194444444444,0.563803272450533
000,0,000,0,0.802083333333333,0.563841324200913
000,0,000,0,0.815972222222222,0.563879375951294
000,0,000,0,0.829861111111111,0.563917427701674
000,0,000,0,0.84375,0.563955479452055
000,0,000,0,0.857638888888889,0.563993531202435
000,0,000,0,0.871527777777778,0.564031582952816
000,0,000,0,0.885416666666667,0.564069634703196
000,0,000,0,0.899305555555556,0.564107686453577
000,0,000,0,0.913194444444444,0.564145738203957
000,0,000,0,0.927083333333333,0.564183789954338
000,0,000,0,0.940972222222222,0.564221841704718
000,0,000,0,0.954861111111111,0.564259893455099
000,0,000,0,0.96875,0.564297945205479
000,0,000,0,0.982638888888889,0.56433599695586
120,3,000,0,0.996527777777778,0.564374048706241
,,120,3,0.999305555555556,0.564381659056317
000,0,,,0.0104166666666667,0.564412100456621
000,0,000,0,0.0243055555555556,0.564450152207002
000,0,000,0,0.0381944444444444,0.564488203957382
000,0,000,0,0.0520833333333333,0.564526255707763
000,0,000,0,0.0659722222222222,0.564564307458143
000,0,000,0,0.0798611111111111,0.564602359208524
000,0,000,0,0.09375,0.564640410958904
000,0,000,0,0.107638888888889,0.564678462709285
000,0,000,0,0.121527777777778,0.564716514459665
000,0,000,0,0.135416666666667,0.564754566210046
130,5,000,0,0.149305555555556,0.564792617960426
000,0,130,5,0.163194444444444,0.564830669710807
000,0,000,0,0.177083333333333,0.564868721461187
130,3,000,0,0.190972222222222,0.564906773211568
000,0,130,3,0.204861111111111,0.564944824961948
000,0,000,0,0.21875,0.564982876712329
130,3,000,0,0.232638888888889,0.565020928462709
000,0,130,3,0.246527777777778,0.56505898021309
000,0,000,0,0.260416666666667,0.56509703196347
000,0,000,0,0.274305555555556,0.565135083713851
000,0,000,0,0.288194444444444,0.565173135464231
120,3,000,0,0.302083333333333,0.565211187214612
160,3,120,3,0.315972222222222,0.565249238964992
150,3,160,3,0.329861111111111,0.565287290715373
170,5,150,3,0.34375,0.565325342465753
160,7,170,5,0.357638888888889,0.565363394216134
150,6,160,7,0.371527777777778,0.565401445966514
180,6,150,6,0.384722222222222,0.565437595129376
160,6,180,6,0.399305555555556,0.565477549467275
150,6,160,6,0.413194444444444,0.565515601217656
190,7,150,6,0.427083333333333,0.565553652968037
170,9,190,7,0.440972222222222,0.565591704718417
190,9,170,9,0.454861111111111,0.565629756468798
190,9,190,9,0.46875,0.565667808219178
190,9,190,9,0.482638888888889,0.565705859969559
190,9,190,9,0.496527777777778,0.565743911719939
190,11,190,9,0.510416666666667,0.56578196347032
200,10,190,11,0.524305555555556,0.5658200152207
VRB,9,200,10,0.538194444444444,0.565858066971081
190,11,VRB,9,0.552083333333333,0.565896118721461
190,8,190,11,0.565972222222222,0.565934170471842
190,10,190,8,0.579861111111111,0.565972222222222
200,10,190,10,0.59375,0.566010273972603
200,8,200,10,0.607638888888889,0.566048325722983
190,10,200,8,0.621527777777778,0.566086377473364
190,9,190,10,0.635416666666667,0.566124429223744
200,10,190,9,0.649305555555556,0.566162480974125
200,9,200,10,0.663194444444444,0.566200532724505
220,7,200,9,0.677083333333333,0.566238584474886
200,9,220,7,0.690972222222222,0.566276636225266
180,8,200,9,0.704861111111111,0.566314687975647
180,8,180,8,0.71875,0.566352739726027
200,7,180,8,0.732638888888889,0.566390791476408
160,7,200,7,0.746527777777778,0.566428843226788
160,6,160,7,0.760416666666667,0.566466894977169
170,5,160,6,0.774305555555556,0.566504946727549
170,3,170,5,0.788194444444444,0.56654299847793
160,3,170,3,0.802083333333333,0.566581050228311
160,6,160,3,0.815972222222222,0.566619101978691
150,3,160,6,0.829861111111111,0.566657153729072
160,3,150,3,0.84375,0.566695205479452
000,0,160,3,0.857638888888889,0.566733257229833
160,3,000,0,0.871527777777778,0.566771308980213
160,5,160,3,0.885416666666667,0.566809360730594
160,6,160,5,0.899305555555556,0.566847412480974
170,7,160,6,0.913194444444444,0.566885464231355
170,8,170,7,0.927083333333333,0.566923515981735
170,7,170,8,0.940972222222222,0.566961567732116
160,7,170,7,0.954861111111111,0.566999619482496
170,7,160,7,0.96875,0.567037671232877
170,6,170,7,0.982638888888889,0.567075722983257
180,6,170,6,0.996527777777778,0.567113774733638
170,5,180,6,0.0104166666666667,0.567151826484018
160,3,170,5,0.0243055555555556,0.567189878234399
160,5,160,3,0.0381944444444444,0.567227929984779
150,5,160,5,0.0520833333333333,0.56726598173516
160,6,150,5,0.0659722222222222,0.56730403348554
160,5,160,6,0.0798611111111111,0.567342085235921
170,5,160,5,0.09375,0.567380136986301
170,3,170,5,0.107638888888889,0.567418188736682
170,6,170,3,0.121527777777778,0.567456240487062
170,5,170,6,0.135416666666667,0.567494292237443
160,7,170,5,0.149305555555556,0.567532343987823
170,7,160,7,0.163194444444444,0.567570395738204
170,6,170,7,0.177083333333333,0.567608447488585
170,6,170,6,0.190972222222222,0.567646499238965
170,6,170,6,0.204861111111111,0.567684550989346
180,9,170,6,0.21875,0.567722602739726
180,8,180,9,0.232638888888889,0.567760654490107
180,9,180,8,0.246527777777778,0.567798706240487
180,9,180,9,0.260416666666667,0.567836757990868
170,8,180,9,0.274305555555556,0.567874809741248
170,10,170,8,0.288194444444444,0.567912861491629
180,9,170,10,0.302083333333333,0.567950913242009
190,10,180,9,0.315972222222222,0.56798896499239
180,10,190,10,0.329861111111111,0.56802701674277
190,10,180,10,0.343055555555556,0.568063165905632
180,9,190,10,0.357638888888889,0.568103120243531
190,14,180,9,0.371527777777778,0.568141171993912
190,11,190,14,0.385416666666667,0.568179223744292
190,14,190,11,0.399305555555556,0.568217275494673
200,13,190,14,0.413194444444444,0.568255327245053
190,15,200,13,0.427083333333333,0.568293378995434
190,14,190,15,0.440972222222222,0.568331430745814
200,13,190,14,0.454861111111111,0.568369482496195
200,10,200,13,0.46875,0.568407534246575
210,13,200,10,0.482638888888889,0.568445585996956
200,14,210,13,0.496527777777778,0.568483637747336
200,13,200,14,0.510416666666667,0.568521689497717
200,11,200,13,0.524305555555556,0.568559741248097
190,15,200,11,0.538194444444444,0.568597792998478
180,15,190,15,0.552083333333333,0.568635844748858
200,15,180,15,0.565972222222222,0.568673896499239
200,16,200,15,0.579861111111111,0.568711948249619
200,15,200,16,0.59375,0.56875
200,16,200,15,0.607638888888889,0.56878805175038
200,17,200,16,0.621527777777778,0.568826103500761
200,11,200,17,0.635416666666667,0.568864155251142
190,16,200,11,0.649305555555556,0.568902207001522
200,15,190,16,0.663194444444444,0.568940258751903
200,16,200,15,0.677083333333333,0.568978310502283
200,15,200,16,0.690972222222222,0.569016362252664
200,16,200,15,0.704861111111111,0.569054414003044
200,18,200,16,0.71875,0.569092465753425
200,14,200,18,0.732638888888889,0.569130517503805
200,14,200,14,0.746527777777778,0.569168569254186
200,11,200,14,0.760416666666667,0.569206621004566
210,10,200,11,0.774305555555556,0.569244672754947
210,8,210,10,0.788194444444444,0.569282724505327
190,9,210,8,0.802083333333333,0.569320776255708
200,10,190,9,0.815972222222222,0.569358828006088
200,10,200,10,0.829861111111111,0.569396879756469
200,10,200,10,0.84375,0.569434931506849
190,10,200,10,0.857638888888889,0.56947298325723
190,9,190,10,0.871527777777778,0.56951103500761
190,8,190,9,0.885416666666667,0.569549086757991
290,7,190,8,0.899305555555556,0.569587138508371
280,24,290,7,0.913194444444444,0.569625190258752
250,21,280,24,0.927083333333333,0.569663242009132
240,18,250,21,0.940972222222222,0.569701293759513
220,8,240,18,0.954861111111111,0.569739345509893
310,13,220,8,0.96875,0.569777397260274
340,15,310,13,0.982638888888889,0.569815449010655
260,8,340,15,0.996527777777778,0.569853500761035
,,260,8,0.999305555555556,0.569861111111111
000,0,,,0.0104166666666667,0.569891552511416
280,5,000,0,0.0243055555555556,0.569929604261796
270,3,280,5,0.0381944444444444,0.569967656012177
250,9,270,3,0.0520833333333333,0.570005707762557
270,6,250,9,0.0659722222222222,0.570043759512938
220,5,270,6,0.0798611111111111,0.570081811263318
300,8,220,5,0.09375,0.570119863013699
300,8,300,8,0.107638888888889,0.570157914764079
320,7,300,8,0.121527777777778,0.57019596651446
290,5,320,7,0.135416666666667,0.57023401826484
310,5,290,5,0.149305555555556,0.570272070015221
300,6,310,5,0.163194444444444,0.570310121765601
310,6,300,6,0.177083333333333,0.570348173515982
330,6,310,6,0.190972222222222,0.570386225266362
330,7,330,6,0.204861111111111,0.570424277016743
310,6,330,7,0.21875,0.570462328767123
340,6,310,6,0.232638888888889,0.570500380517504
340,8,340,6,0.246527777777778,0.570538432267884
330,8,340,8,0.260416666666667,0.570576484018265
350,9,330,8,0.274305555555556,0.570614535768645
350,8,350,9,0.288194444444444,0.570652587519026
350,8,350,8,0.302083333333333,0.570690639269406
010,7,350,8,0.315972222222222,0.570728691019787
340,9,010,7,0.329861111111111,0.570766742770167
350,8,340,9,0.34375,0.570804794520548
360,9,350,8,0.357638888888889,0.570842846270929
340,10,360,9,0.371527777777778,0.570880898021309
330,11,340,10,0.385416666666667,0.570918949771689
360,9,330,11,0.399305555555556,0.57095700152207
330,7,360,9,0.413194444444444,0.57099505327245
320,9,330,7,0.427083333333333,0.571033105022831
330,10,320,9,0.440972222222222,0.571071156773212
350,10,330,10,0.454861111111111,0.571109208523592
330,13,350,10,0.46875,0.571147260273973
330,13,330,13,0.482638888888889,0.571185312024353
360,8,330,13,0.496527777777778,0.571223363774734
350,8,360,8,0.510416666666667,0.571261415525114
360,9,350,8,0.524305555555556,0.571299467275495
350,7,360,9,0.538194444444444,0.571337519025875
360,10,350,7,0.552083333333333,0.571375570776256
330,11,360,10,0.565972222222222,0.571413622526636
340,9,330,11,0.579861111111111,0.571451674277017
340,11,340,9,0.59375,0.571489726027397
330,10,340,11,0.607638888888889,0.571527777777778
330,10,330,10,0.621527777777778,0.571565829528158
350,7,330,10,0.635416666666667,0.571603881278539
330,6,350,7,0.649305555555556,0.571641933028919
340,9,330,6,0.663194444444444,0.5716799847793
340,10,340,9,0.677083333333333,0.57171803652968
320,10,340,10,0.690972222222222,0.571756088280061
330,8,320,10,0.704861111111111,0.571794140030441
350,7,330,8,0.71875,0.571832191780822
340,7,350,7,0.732638888888889,0.571870243531202
350,6,340,7,0.746527777777778,0.571908295281583
340,8,350,6,0.760416666666667,0.571946347031963
330,5,340,8,0.774305555555556,0.571984398782344
330,6,330,5,0.788194444444444,0.572022450532724
330,6,330,6,0.802083333333333,0.572060502283105
330,5,330,6,0.815972222222222,0.572098554033486
320,3,330,5,0.829861111111111,0.572136605783866
320,5,320,3,0.84375,0.572174657534247
320,5,320,5,0.857638888888889,0.572212709284627
000,0,320,5,0.871527777777778,0.572250761035008
300,5,000,0,0.885416666666667,0.572288812785388
000,0,300,5,0.899305555555556,0.572326864535769
000,0,000,0,0.913194444444444,0.572364916286149
000,0,000,0,0.927083333333333,0.57240296803653
000,0,000,0,0.940972222222222,0.57244101978691
000,0,000,0,0.954861111111111,0.572479071537291
000,0,000,0,0.96875,0.572517123287671
000,0,000,0,0.982638888888889,0.572555175038052
000,0,000,0,0.996527777777778,0.572593226788432
,,000,0,0.999305555555556,0.572600837138508
000,0,,,0.0104166666666667,0.572631278538813
000,0,000,0,0.0243055555555556,0.572669330289193
000,0,000,0,0.0381944444444444,0.572707382039574
000,0,000,0,0.0520833333333333,0.572745433789954
000,0,000,0,0.0659722222222222,0.572783485540335
000,0,000,0,0.0798611111111111,0.572821537290715
000,0,000,0,0.09375,0.572859589041096
000,0,000,0,0.107638888888889,0.572897640791476
000,0,000,0,0.121527777777778,0.572935692541857
000,0,000,0,0.135416666666667,0.572973744292237
000,0,000,0,0.149305555555556,0.573011796042618
000,0,000,0,0.163194444444444,0.573049847792999
000,0,000,0,0.177083333333333,0.573087899543379
000,0,000,0,0.190972222222222,0.57312595129376
000,0,000,0,0.204861111111111,0.57316400304414
000,0,000,0,0.21875,0.573202054794521
000,0,000,0,0.232638888888889,0.573240106544901
000,0,000,0,0.246527777777778,0.573278158295282
000,0,000,0,0.260416666666667,0.573316210045662
000,0,000,0,0.274305555555556,0.573354261796043
000,0,000,0,0.288194444444444,0.573392313546423
000,0,000,0,0.302083333333333,0.573430365296804
000,0,000,0,0.315972222222222,0.573468417047184
000,0,000,0,0.329861111111111,0.573506468797565
000,0,000,0,0.34375,0.573544520547945
000,0,000,0,0.357638888888889,0.573582572298326
000,0,000,0,0.371527777777778,0.573620624048706
000,0,000,0,0.385416666666667,0.573658675799087
000,0,000,0,0.399305555555556,0.573696727549467
000,0,000,0,0.413194444444444,0.573734779299848
000,0,000,0,0.427083333333333,0.573772831050228
000,0,000,0,0.440972222222222,0.573810882800609
000,0,000,0,0.454861111111111,0.573848934550989
000,0,000,0,0.46875,0.57388698630137
000,0,000,0,0.482638888888889,0.57392503805175
080,3,000,0,0.496527777777778,0.573963089802131
000,0,080,3,0.510416666666667,0.574001141552511
130,5,000,0,0.524305555555556,0.574039193302892
000,0,130,5,0.538194444444444,0.574077245053272
000,0,000,0,0.552083333333333,0.574115296803653
110,3,000,0,0.565972222222222,0.574153348554033
120,3,110,3,0.579861111111111,0.574191400304414
180,3,120,3,0.59375,0.574229452054794
000,0,180,3,0.607638888888889,0.574267503805175
200,5,000,0,0.621527777777778,0.574305555555556
000,0,200,5,0.635416666666667,0.574343607305936
000,0,000,0,0.649305555555556,0.574381659056317
000,0,000,0,0.663194444444444,0.574419710806697
210,3,000,0,0.677083333333333,0.574457762557078
000,0,210,3,0.690972222222222,0.574495814307458
000,0,000,0,0.704861111111111,0.574533866057839
000,0,000,0,0.71875,0.574571917808219
200,3,000,0,0.732638888888889,0.5746099695586
190,3,200,3,0.746527777777778,0.57464802130898
000,0,190,3,0.760416666666667,0.574686073059361
000,0,000,0,0.774305555555556,0.574724124809741
000,0,000,0,0.788194444444444,0.574762176560122
000,0,000,0,0.802083333333333,0.574800228310502
000,0,000,0,0.815972222222222,0.574838280060883
000,0,000,0,0.829861111111111,0.574876331811263
000,0,000,0,0.84375,0.574914383561644
000,0,000,0,0.857638888888889,0.574952435312024
000,0,000,0,0.871527777777778,0.574990487062405
080,3,000,0,0.885416666666667,0.575028538812785
000,0,080,3,0.899305555555556,0.575066590563166
130,3,000,0,0.913194444444444,0.575104642313546
120,3,130,3,0.927083333333333,0.575142694063927
110,5,120,3,0.940972222222222,0.575180745814307
110,5,110,5,0.954861111111111,0.575218797564688
130,3,110,5,0.96875,0.575256849315068
130,3,130,3,0.982638888888889,0.575294901065449
130,3,130,3,0.996527777777778,0.57533295281583
,,130,3,0.999305555555556,0.575340563165906
130,3,,,0.0104166666666667,0.57537100456621
120,3,130,3,0.0243055555555556,0.575409056316591
000,0,120,3,0.0381944444444444,0.575447108066971
140,3,000,0,0.0520833333333333,0.575485159817352
120,5,140,3,0.0659722222222222,0.575523211567732
140,5,120,5,0.0798611111111111,0.575561263318113
100,5,140,5,0.09375,0.575599315068493
000,0,100,5,0.107638888888889,0.575637366818874
000,0,000,0,0.121527777777778,0.575675418569254
030,3,000,0,0.135416666666667,0.575713470319635
080,5,030,3,0.149305555555556,0.575751522070015
120,3,080,5,0.163194444444444,0.575789573820396
060,5,120,3,0.177083333333333,0.575827625570776
090,3,060,5,0.190972222222222,0.575865677321157
140,7,090,3,0.204861111111111,0.575903729071537
120,5,140,7,0.21875,0.575941780821918
090,5,120,5,0.232638888888889,0.575979832572298
110,7,090,5,0.246527777777778,0.576017884322679
120,7,110,7,0.260416666666667,0.576055936073059
120,6,120,7,0.274305555555556,0.57609398782344
130,5,120,6,0.288194444444444,0.57613203957382
110,6,130,5,0.302083333333333,0.576170091324201
130,6,110,6,0.315972222222222,0.576208143074581
130,7,130,6,0.329861111111111,0.576246194824962
130,10,130,7,0.34375,0.576284246575342
140,8,130,10,0.357638888888889,0.576322298325723
160,6,140,8,0.371527777777778,0.576360350076104
150,7,160,6,0.385416666666667,0.576398401826484
160,10,150,7,0.399305555555556,0.576436453576865
150,11,160,10,0.413194444444444,0.576474505327245
